time,F1,F2,F3,F4,F5,F6,F7,Nc1,Nc2,Nc3,Nc4,Nc5,Nh1,Nh2,Nh3,Nh4,Nh5,No1,No2,No3,No4,No5
18,12.236956485020022,4.397990417107833,16.634946902127744,16.27651014202216,0.35843676010558567,0.17638124409962264,0.18205551600596304,564.4214128202284,2.9356965588730155e-07,3.5085180866998447,563.82095253077,7.752755764660387e-09,0.6004605752752672,5312.4005439955,4167.456993117137,5310.702536538673,2.298468030857248,1.2457679880731366e-09,389.89800871834336,2083.728448984155,388.93103160308516,0.4834885582519769
19,0.00011557477993546348,19.02260264671937,19.022718221499307,0.00013959241948440467,19.02257862907982,7.203811208108793,11.818767420971026,570.9346857236246,1.8422584848041962e-07,2.207955565862255,570.3343734695724,1.7118790839916354e-08,0.6003124211593915,5310.434658951828,4539.766339957275,5308.73571705148,2.2992543192643846,2.243251097206859e-09,418.84496757996766,2269.8831699729917,417.87792880253255,0.48351938983917736
20,3.418341019001476e-05,17.52982607329416,17.52986025670435,3.2188837003142527e-05,17.529828067867346,15.460219090872355,2.069608976994992,552.3698515319043,1.1729650368414729e-06,3.419220718546527e-05,551.7695866370485,6.799040013140133e-09,0.6002660610218161,5314.0896523849915,4167.456964690395,5312.390294295349,2.299624142947347,7.716606753061712e-09,337.668446918913,2083.7284773840165,336.70139663789155,0.483525144369022
21,4.131173297594706e-05,16.512257441423895,16.51229875315687,1.4342109978290253e-05,16.512284411046892,16.512248713595984,3.569745090915162e-05,561.3243539496096,4.653692507688362e-08,5.676453505309138,560.7241111197471,2.4108791504637478e-08,0.6002428522907057,5312.725248170182,3915.2479477550505,5311.02568190784,2.2998091136758823,9.56284931967654e-10,383.49239622122894,1957.624011066507,382.5253401773803,0.48352802240245196
22,11.078938308059183,7.934878554662238,19.013816862721345,13.587307035464699,5.426509827256647,2.715813526818185,2.7106963004384625,569.7304677922037,2.4675356434384325e-07,0.3919840363401257,569.1303898378983,6.114891318702478e-09,0.6000781949440986,5310.643724805965,4671.875660693827,5308.939841279017,2.303961720819567,1.0720000795957655e-09,420.6925017418009,2335.937832788227,419.7255837277625,0.4834590075552024
23,16.581079943294593,0.13487534298123338,16.71595528627583,16.509444412812677,0.20651087346315353,0.10227111337827444,0.1042397600848791,566.0357961715285,3.8819432480319476e-07,0.08872525787076327,565.4357195935145,9.806418872751438e-09,0.6000769564019222,5310.664098394788,4287.55735041755,5308.958624268386,2.3055510815812976,1.22234215950998e-09,430.54569241682515,2143.7786799933374,429.57887362246635,0.4834093977905741
24,3.6890732623871973,13.850233346667615,17.539306609054815,16.9464095951639,0.5928970138909165,0.5919437832667241,0.0009532306241924028,563.6121109713616,7.188505050681139e-08,0.03475515043363121,563.0120343241535,6.215491270321251e-11,0.6000767190310752,5312.194846186837,4131.42739617988,5310.489053764279,2.305869141286888,3.0256929032895506e-10,410.8385630557797,2065.71369226934,409.8717641160561,0.48339947001307415
25,18.534827505984392,0.36844037339094715,18.90326787937534,18.559788815748234,0.3434790636271042,0.061855071422393194,0.281623992204711,558.4582495513712,3.5493551364472486e-08,0.7371681463250443,557.8580806046133,1.9087160860390785e-08,0.6001689631641763,5311.832119490203,4803.985017573916,5310.128823481459,2.3034649695448266,2.362376203294032e-09,410.96156560371645,2401.992507454289,409.9946844536925,0.48344057619318154
26,16.38015827810823,0.10510234915438858,16.48526062726262,16.143917074379438,0.34134355288318163,0.16943239225796689,0.17191116062521478,562.5683833923973,8.49169027676565e-08,1.5094588600607173,561.9681991299863,5.431346460493006e-11,0.600184347273614,5312.980696285481,4179.467273045368,5311.277816040068,2.303064592675216,1.1710831566698671e-11,396.79592203403297,2089.73363395382,395.8290271903948,0.4834474218249444
27,6.478131663426944,10.838796026198862,17.316927689625448,17.31518760802235,0.0017400816030986928,0.0011720855718019738,0.0005679960312967191,563.7289057043126,3.947902119097278e-07,1.3345648398257446,563.1286603260442,1.2796262162356347e-08,0.6002457602625059,5313.831855699105,4167.456973315403,5312.130637482602,2.3014639750448667,1.720961171104295e-09,361.8141056194225,2083.728438537922,360.84715604324845,0.4834747889474987
28,0.004800022767851429,17.443911414671422,17.448711437439275,17.27391330849112,0.17479812894815178,0.019552407736274466,0.1552457212118773,572.157592015778,7.694135910350748e-07,0.41775905787302264,571.5573316643382,1.8199764746481717e-08,0.6002611026536683,5311.231705505338,4035.347644463658,5309.530902560118,2.301064042466529,5.406990075141673e-09,405.2964524532813,2017.673821340043,404.3294892049291,0.48348162687961255
29,0.0004628013460231392,18.986605834678823,18.987068636024848,18.95440538130586,0.03266325471898682,0.01629694820462902,0.016366306514357797,576.2800551810242,3.2869657241893443e-07,3.2358372723127253,575.6797637036354,8.019497158305439e-09,0.6002917980657725,5312.127159938802,4419.666657939195,5310.427187276886,2.300264458568181,1.4136175787326535e-09,423.52604077535443,2209.8333293720343,422.5590501805096,0.48349529812924663
30,0.001325161783342929,20.926711145471508,20.92803630725485,0.00022733067632040954,20.927808976578532,0.0035567964718951142,20.924252180106635,570.3705572254321,3.5067842420397487e-07,0.24911366822003306,569.7702471966479,3.458075615715583e-08,0.6003103448817922,5314.233338593501,5020.164445986389,5312.533909283015,2.299739647299625,8.068136669924729e-09,384.2347688064483,2510.0822812042416,383.26775909702485,0.48350485874580584
31,9.107780321484164e-05,18.042398775095755,18.04248985289897,8.40013320889838e-05,18.04240585156688,7.703198984621322e-05,18.042328819577033,583.434179261645,2.025292499493524e-07,2.1673468834180643,582.8338505237981,1.230542551412092e-08,0.6003289280707154,5312.459766034794,4287.557340244245,5310.76087975994,2.2992152028906303,3.380907311452188e-11,405.29527789663047,2143.778657096501,404.3282490707709,0.4835144129467028
32,8.664995686548915e-06,17.01949423388259,17.019502898878276,1.1140749001212201e-05,17.019491758129274,8.967004472802455e-05,17.019402088084547,571.5507359967663,9.906776412235553e-07,0.0012032573325935815,570.950398771281,1.6136514627692103e-08,0.6003382000264608,5311.292119955996,4035.3476375336927,5309.593505047366,2.298953107856683,7.993552474582907e-10,384.47685931493885,2017.673810650009,383.5098209404516,0.48351918764329566
33,7.763609659925523e-05,17.590645590248005,17.590723226344608,16.66367250518656,0.9270507211580462,0.5635274410682707,0.3635232800897755,579.2017740507856,3.8419840909306786e-07,1.1978166009097067,578.6014269461455,1.0500366901080737e-08,0.6003474783382233,5313.622189618259,4035.347631349621,5311.9238459943,2.298691100700135,1.5973288957322158e-09,399.62924514535393,2017.6738129684245,398.66219722547453,0.4835239607383931
34,7.761763802239905e-05,16.693283601849085,16.693361219487105,4.114199756458526,12.57916146302862,12.578772190239292,0.00038927278932977913,569.3542027271199,4.166310411159126e-08,2.707191519010594,568.7538182203228,3.9089906447210495e-10,0.6003845480692396,5312.01733441006,3927.2575826578127,5310.320075003052,2.2976439524395484,2.6379079426766493e-09,405.29571117237316,1963.6288036232445,404.3286251007712,0.4835430371199336
35,0.0012863452560896744,19.001700479819032,19.002986825075123,9.398231421835847e-07,19.00298588525198,19.002984887146543,9.981054377055945e-07,568.8016332007646,7.073325621852834e-07,0.00018160997020200988,568.2012401024941,1.9360507146433314e-08,0.6003937862426032,5315.377938702178,4527.756032611723,5313.680950100815,2.2973823844783285,3.1269581957626643e-09,391.13128942773403,2263.878015645896,390.16419382642175,0.4835478022196275
36,0.00012626132169356698,18.008038728400685,18.00816498972238,0.0001478411704849499,18.008017148551897,6.999792344713047,11.008224803838848,590.285993716843,6.831180316595392e-07,0.004363671763333457,589.6855734918247,3.5969073014901846e-09,0.6004209045394849,5311.327522478629,4275.547023210995,5309.632827958771,2.295115424318502,7.944426819244902e-11,430.5474404023545,2137.7735308192337,429.5802223339964,0.48360903421877705
37,7.11014146966637e-06,16.679440688864705,16.679447799006173,5.7502865394777797e-05,16.67939029614078,12.004565371069928,4.67482492507085,587.366849064347,9.212881310368652e-07,0.0010633766259184887,586.7664291703944,1.4995022660291362e-08,0.6004208002456498,5312.172801875433,4023.3373405220977,5310.47831907116,2.2949036001307843,4.388583743861584e-09,429.1916612801663,2011.6686751958264,428.2244298033235,0.48361574061566753
38,0.030351691764148474,19.084985362156957,19.115337053921106,18.234394843344862,0.8809422105762451,0.4415096939280991,0.43943251664814603,584.1236552266683,3.964609785572657e-07,7.854696601611606,583.5232349007837,1.0273716498071738e-08,0.6004207120719777,5310.832075150193,4407.65637325811,5309.137804075935,2.2946917846252664,1.705972500260465e-09,429.1932655534399,2203.8281681262506,428.22602066122784,0.483622446959037
39,9.456869473188166e-05,22.134955344254717,22.135049912949448,20.22831883124707,1.9067310817023795,7.530925466691388e-05,1.9066557724477124,569.8850879859486,5.218069198736682e-07,3.0393085206921944,569.2846679711976,1.239563289718435e-08,0.6004205241623286,5314.1448299428,5164.2840616305775,5312.450982311936,2.294268152706642,2.319606905517402e-09,406.65168194444317,2582.142043239231,405.6844102277923,0.4836358594852153
40,3.2508437078034926e-05,19.977967339567602,19.97799984800468,16.289089074877396,3.6889107731272834,3.0976006617088063,0.591310111418477,573.2709164125158,1.661472329435826e-07,0.6257952347600245,572.6704961349978,4.3678495115997785e-09,0.6004204392973577,5312.736963994449,4659.865360267939,5311.043328091837,2.2940563411778117,7.315356287475497e-10,387.8041965799938,2329.932690125957,386.8369114493893,0.4836425656680253
41,0.0006823049950369976,20.53584850012859,20.53653080512363,20.5347526985131,0.0017781066105307334,0.001589046268783134,0.00018906034174759917,565.1134024619973,2.2471123456450644e-07,0.018468522212691598,564.5129824288266,6.0889479019067215e-09,0.6004202517929746,5312.534486128237,4779.965054711792,5310.8412736592845,2.293632719777258,9.693724489897137e-10,396.6728229364227,2389.9825426457505,395.70551098164583,0.4836559778730906
42,5.856872077657592,10.914438187194637,16.77131026485207,14.557143745557527,2.2141665192945412,0.036136638608157454,2.178029880686384,570.1475531062663,4.9934826798449e-07,5.999256615579858,569.547133440623,1.2803593131740425e-08,0.600420152187799,5311.813635355596,4023.337333483225,5310.120634595082,2.2934209104874688,2.213305296607612e-09,409.4829063194614,2011.6686536555308,408.51558095388395,0.48366268389534717
43,19.352172158724443,7.759408360234548e-05,19.352249752808046,18.810278794261098,0.5419709585469483,0.272988821397672,0.2689821371492763,561.2745430291101,1.4088588458593468e-07,1.3601342212434013,560.6741559395134,3.2881928115344046e-09,0.6003872271942956,5310.606366680687,4912.075054783099,5308.9131212970815,2.293632609869351,9.29527646939625e-10,415.0259327163956,2456.037511948246,414.05859596419316,0.483668376565984
44,0.26590461997967074,20.373581544372627,20.6394861643523,19.697117297872573,0.9423688664797256,0.47458404636615437,0.46778482011357125,568.7094898562052,2.952889801270483e-07,0.10824497437022816,568.1091358838745,1.0220000479467011e-09,0.6003542665977573,5310.45685599795,4779.965051954372,5308.763365773396,2.293844488207245,2.943868938581025e-09,424.7577793395551,2389.9825184149963,423.7904311942239,0.4836740741375281
45,0.0006705985026760396,17.183979633481364,17.18465023198404,16.698600796582973,0.48604943540106677,0.3119319776046802,0.17411745779638654,568.9343590817862,1.1526568596995576e-07,2.3531683648752826,568.3340214215075,3.0192295083580244e-09,0.6003377725250413,5312.435100784051,3963.287816156228,5310.74148805683,2.293950499261731,4.843703449478488e-10,420.69395952474724,1981.6439077092996,419.72660567570534,0.4836769247631185
46,0.0005441805744590014,19.685661737582357,19.68620591815682,11.582729616019488,8.103476302137329,4.059117812339224,4.044358489798104,563.0814539310029,7.153230770575376e-07,0.07297833455210892,562.4811333699594,1.811566337223464e-08,0.6003212582509186,5312.911057547237,4659.86536677178,5311.217322251495,2.294056550939555,3.0533920848229027e-09,423.52677971192946,2329.932679435111,422.55942016175027,0.4836797766163111
47,0.0011819589453108134,20.94166744458191,20.942849403527216,20.939535271234977,0.0033141322922386274,0.0012359832686300112,0.002078149023608616,566.9584243217349,4.7555776638916986e-08,3.299035720124089,566.3581195992086,1.6976323725089237e-08,0.6003047531057836,5311.178424141961,4936.095011343786,5309.484566241145,2.2941626531996464,7.215048534644904e-10,423.52661377290485,2468.047480033213,422.55924851423055,0.48368262969789877
48,8.646746690375307e-05,17.299912787270614,17.299999254737518,11.106528770870643,6.193470483866872,0.00036275807909378347,6.19310772578778,556.8136951986572,3.0181155432880046e-07,3.3659485406302094,556.2134402919268,8.724964991119562e-09,0.6002551998170546,5314.507147744765,4023.3373555784992,5312.812921716492,2.2944812267345496,1.354701865802134e-09,373.0228891486529,2011.668700789458,372.05550675736566,0.4836911963209749
49,1.0867476880053932e-05,16.31392288402975,16.31393375150663,4.53629392845243e-05,16.31388838856735,16.313808199501715,8.018906563407654e-05,574.1100452290632,7.293361749064088e-07,8.300657196166787,573.5098238265022,2.048256130232585e-09,0.6002221298488029,5314.597360995923,3891.2280035503686,5312.902889285955,2.2946938369142313,2.9024444386968577e-09,419.21624525454394,1945.6140185104834,418.2488514303272,0.4836969135595737
50,0.14737021537108821,19.02552507135328,19.172895286724366,18.658519130056728,0.5143761566676375,0.2628122422837701,0.2515639143838674,578.8742975042737,2.888203683326231e-07,0.06035590258841667,578.2739223318052,7.104839337989524e-09,0.600375454184023,5312.479798154727,4407.656364330812,5310.785965834616,2.294207773151773,1.1439216221682326e-09,408.0053378337768,2203.8281552819076,407.03802847509303,0.48365467991384725
51,16.49106952895592,0.31937882453988253,16.8104483534958,16.79903523788363,0.011413115612172973,0.005700270012061068,0.005712845600111905,578.7119573731823,2.7115323830616856e-07,0.25495169748181756,578.1115355876885,7.010659946382658e-09,0.6004220496362364,5313.701815782175,4275.547013402485,5312.008204722884,2.294033107782703,1.1436998697988635e-09,420.6933059490291,2137.773505842916,419.7260205614188,0.48364269437698865
52,18.237313570315333,0.002542116283065152,18.239855686598396,17.879929273775545,0.3599264128228495,0.2544057612693269,0.1055206515535226,580.9022207723191,7.330621973592e-07,0.7371989461761005,580.3017528586887,1.708390087187493e-08,0.6004686296086229,5314.524494216536,4659.865361636396,5312.831104382673,2.293858460424164,3.046804694198366e-09,422.04917127380475,2329.9326813086686,421.0819098564383,0.4836307102066188
53,0.3453822061139015,16.545535238010086,16.89091744412399,16.56878720689652,0.3221302372274687,0.12853381746210507,0.19359641976536363,578.3130610117419,4.823055915234847e-07,5.196634679342307,577.7125462626207,6.333004052408417e-10,0.6005152307933531,5312.56989025836,3891.2280075193626,5310.876721651227,2.293683836010511,1.915479145424007e-09,405.17237561284946,1945.6140299891185,404.20513815996,0.48361872740250444
54,0.09510650965447136,18.914653912058363,19.009760421712834,18.73835501735899,0.27140540435384364,0.1348379290846233,0.13656747526922036,573.1419958531751,6.174538492863024e-07,0.30459317004193204,572.5414346597787,3.805466290932508e-10,0.6005618104696473,5313.552427416807,4371.626770944137,5311.85947999499,2.293509229663401,2.62466063475491e-09,385.4635317744132,2185.813403083474,384.49631828510906,0.48360674596441156
55,0.00028146960130918133,19.36065500419855,19.360936473799857,14.052531456505589,5.308405017294269,0.0007845627611982867,5.30762045453307,568.029862621188,8.011615006114253e-07,0.6204146729018213,567.4290687940088,2.1709961090437898e-08,0.6007946066308636,5315.557334160364,4527.756032677221,5313.86549226441,2.292636499184486,3.400557913156054e-09,374.13164872922255,2263.878018397824,373.16455501411093,0.48354685925609875
56,0.003114478730250081,20.222737522424122,20.225852001154372,19.420324346844044,0.8055276543103287,0.42233093030371344,0.38319672400661525,575.5261702459927,4.354834810276501e-07,8.250846826105604,574.9252829632816,1.3171210398295972e-08,0.6008877050235047,5315.506783236584,4659.86536958619,5313.815383391673,2.292287549046898,8.872084447714655e-10,399.63030692778113,2329.9326870041054,398.66326110041484,0.4835229141267542
57,17.353454522155957,1.246159258887888e-05,17.353466983748547,1.5118598442408762e-05,17.353451865150106,7.151938863390938,10.201513001759169,581.1707731284556,7.441012556328433e-07,2.855238989816049,580.5698513466515,1.1360879356643358e-09,0.6009225247692549,5313.161633171946,4527.756041288452,5311.469373713658,2.293181981858372,1.198985903918547e-09,417.8602411374579,2263.878011119808,416.8932777735525,0.48348168255218715
58,2.963547532448501e-07,17.07083553600974,17.07083583236449,5.6660927495664584e-05,17.070779171436996,6.252358374835502,10.818420796601492,571.3625054226602,7.872654981141054e-07,0.9583347354975245,570.7615749814626,1.6842652954974946e-09,0.6009312267788409,5311.697841317096,4023.337338061833,5310.005366936345,2.2934056034099113,4.119731645342996e-09,416.3813510641747,2011.6686738276676,415.4144083204701,0.48347137391215106
59,0.022282692329662623,16.739221065622374,16.761503757952035,13.87770386410724,2.8837998938447975,1.75743657819215,1.1263633156526474,580.142077241044,5.072169884162297e-07,0.5011971959301346,579.541137816988,1.3096754419555298e-08,0.6009399181761791,5313.534146299873,3891.2279803886445,5311.8414569795705,2.293629236340928,2.1381499168660523e-09,417.86035193015596,1945.6140776583204,416.8934298023471,0.48346106497353125
60,12.118640186815076,4.709983593971859,16.828623780786934,0.0021977419241628647,16.82642603886277,8.46746009575216,8.35896594311061,575.5600285583548,7.078725191402158e-07,0.039291753098887584,574.9590719285785,1.5703114165251702e-09,0.6009573360785155,5312.2633960471985,4275.547017251012,5310.5702768634665,2.2940765171794104,2.6311194760629066e-09,406.6503225652114,2137.773508249743,405.68344167544154,0.48344044620048865
61,1.134073520926858e-05,16.591663248513715,16.591674589248925,3.846617772759451e-05,16.591636123071194,12.879780162199939,3.7118559608712554,572.2151958674335,3.8947068808049917e-07,0.8976819359612354,571.6143392310084,1.036849268794586e-08,0.6008570155272019,5313.0337349295605,3927.2575877558374,5311.3383171570495,2.2962747864217756,1.6161888592501468e-09,383.98493338747744,1963.6287830331742,383.0181156744127,0.48340885734046696
62,2.5199069781904498e-06,16.99712819522516,16.997130715132137,10.264009563415863,6.733121151716272,6.732795946217212,0.00032520549906075346,575.9053001329186,9.733704968622272e-07,0.006504601133103205,575.3045967932371,5.728167223934899e-10,0.6007043124791454,5315.836296953223,4023.337326883717,5314.139869221425,2.2971320363999728,7.876603508266057e-09,391.13096334560345,2011.6687293489101,390.1640850197182,0.48343916688094934
63,16.23683548890374,0.13683554755322208,16.37367103645696,16.183912526470454,0.1897585099865098,0.09296813779916846,0.09679037218734135,576.0460172544116,2.360378075239025e-07,0.06301665954180939,575.4454660664579,6.238385090490841e-09,0.6005514177531256,5313.410275945993,4155.447321399382,5311.712837074036,2.297990288705739,1.0050856821208258e-09,387.43417300998857,2077.7236629705167,386.4672339882019,0.4834695113958816
64,0.0003248352507747221,18.102080683009273,18.10240551826005,17.601795723826875,0.5006097944331733,0.22968047204382597,0.27092932238934736,582.775122137722,2.2798238581098145e-07,3.8241768941653738,582.1748006063776,5.908379318794396e-09,0.6003217534183395,5313.11409050974,4155.44733924566,5311.415132746805,2.299279515417192,9.354291289357372e-10,419.09196664723737,2077.7237071825057,418.12493646041696,0.48351509387791036
65,2.2112795576507472e-05,16.403605924131625,16.403628036927202,7.387466303001695e-05,16.40355416226417,0.3254665027805151,16.078087659483653,573.3455709946895,6.962292856580437e-07,33.5963027681565,572.7456335914505,3.46443689576923e-09,0.5999380960038753,5314.704627931318,3891.228002638694,5313.003132829595,2.3014331946926743,3.03398372674297e-09,379.79764385432145,1945.6139898620488,378.8304613765282,0.48359124041362805
66,0.0002177472777512046,17.613105080170488,17.61332282744824,8.737386954432546,8.875935873015692,0.0004135593728271032,8.875522313642865,574.7539266259106,5.048693218442648e-07,10.66116288914777,574.1540658964416,1.1412649636634714e-08,0.5998612229257019,5313.693363352512,4119.417092731552,5311.991359893949,2.3018646795229905,1.964830196945333e-09,400.8619033823744,2059.7085442201346,399.8946903920408,0.48360649614923834
67,2.034696723751533e-07,20.692028038064265,20.692028241533936,14.407840940855639,6.284187300678298,1.8318187404977861,4.452368560180389,575.6757576883306,4.913587825962637e-07,4.867444607677737,575.0758257561611,1.2567411708632845e-08,0.5999324109609583,5311.635927612356,4912.075047506649,5309.934233923473,2.3016260977278513,2.1162426042333223e-09,400.8606770329919,2456.0375077097283,399.89350245006847,0.4835872925198199
68,6.845590758232066,9.059310793084071,15.904901551316138,14.339739585398545,1.5651619659175922,0.03782647696517264,1.5273354889524193,579.1111931463984,3.013263191661812e-07,2.5793870011753386,578.5108345175167,7.95324437703614e-09,0.6003589222546275,5313.727658758286,3891.227999873104,5312.027820964352,2.300196714880828,1.307829745744458e-09,420.69374331655587,1945.614037294831,419.7267988373165,0.483472240273608
69,3.1562102991401784e-05,18.30891338507508,18.308944947178073,18.29135710053951,0.017587846638562853,0.00875786602951247,0.008829980609050382,586.0345424583738,4.932911651405449e-08,3.563327982059974,585.4341125976159,1.2782428703018265e-09,0.6004299088088703,5313.837141087706,4275.547015434041,5312.137612160492,2.2999588360147043,9.0504480496672e-12,420.5703386220091,2137.7735144650096,419.60343243580456,0.48345309310678736
